AMO Normalized to period: 1856-2023 - inclusive
          Jan      Feb      Mar      Apr      May      Jun      Jul      Aug      Sep      Oct      Nov      Dec
1946   0.3254   0.2350   0.1648   0.0889   0.0977  -0.1078  -0.2220  -0.1829  -0.0379  -0.0112  -0.0217  -0.0045
1947  -0.1226  -0.0800  -0.0542  -0.0661  -0.1433  -0.1568  -0.1710  -0.1149  -0.0679  -0.0822   0.0933   0.0675
1948   0.0394   0.0230   0.0678  -0.0361   0.0097   0.0532  -0.0510  -0.0349  -0.0669   0.0178   0.1843   0.0985
1949   0.2104   0.2130   0.0808   0.1349  -0.0063   0.0022   0.0630   0.0921   0.0581   0.1168   0.1603   0.1575
1950   0.1714   0.0230  -0.0602  -0.0911  -0.0383  -0.0378  -0.0610   0.0131   0.0011  -0.0742   0.1353   0.1305
1951   0.1664   0.0570   0.0608   0.2109   0.1957   0.2962   0.4190   0.2991   0.2441   0.2778   0.2323   0.2195
1952   0.2374   0.2440   0.2818   0.2359   0.2057   0.3922   0.3720   0.4021   0.3591   0.3758   0.3113   0.3885
1953   0.3344   0.2490   0.1948   0.3609   0.3707   0.2882   0.3460   0.2601   0.2791   0.1718   0.3073   0.3085
1954   0.2984   0.1630   0.1568   0.0369   0.1007   0.1142  -0.0400  -0.0099  -0.0089  -0.0052   0.0393   0.0015
1955   0.1504   0.1100   0.1008   0.1489   0.2097   0.2112   0.2760   0.1811   0.2081   0.3088   0.4553   0.3125
1956   0.2634   0.1670   0.0758   0.1189  -0.0213  -0.2438  -0.0800  -0.0889  -0.0809  -0.0102  -0.0147   0.0775
1957  -0.0016  -0.0310   0.0448  -0.0151  -0.0823   0.0112   0.0530   0.2141   0.2311   0.1848   0.1583   0.1405
1958   0.1304   0.2670   0.4108   0.4069   0.2427   0.2472   0.1800   0.1761   0.2251   0.1898   0.2623   0.2835
1959   0.1844   0.1950   0.0428   0.0599   0.0517  -0.0308  -0.0130   0.0291   0.1411   0.1528   0.1303   0.1765
1960   0.2634   0.3000   0.1608   0.1629   0.3497   0.3502   0.2920   0.3551   0.2291   0.3388   0.3323   0.2065
