DMI Normalized to period: 1870-2024 - inclusive
          Jan      Feb      Mar      Apr      May      Jun      Jul      Aug      Sep      Oct      Nov      Dec
1954  -0.1705  -0.0986  -0.0057   0.1756  -0.3480  -0.3110  -0.5595  -0.3466  -0.3548  -0.4790  -0.2035   0.1592
1955   0.1195   0.0194   0.1753   0.1406  -0.4930  -0.1940  -0.1435  -0.1456  -0.3748  -0.3730  -0.0225  -0.0878
1956   0.0675   0.1514   0.1553  -0.1154  -0.3680  -0.6330  -0.7875  -0.4876  -0.4398  -0.3150  -0.2695   0.0612
1957  -0.2685  -0.3916  -0.0407  -0.1154  -0.1240  -0.2720  -0.1925   0.0184  -0.0198  -0.1660  -0.2355  -0.0378
1958  -0.2275  -0.0616  -0.2177  -0.1634  -0.2940  -0.6610  -0.7675  -0.9756  -0.9398  -0.6090  -0.4275  -0.4268
1959   0.1415  -0.3586  -0.3677  -0.1724  -0.5400  -0.5520  -0.3715  -0.6286  -0.4758  -0.2290  -0.3275  -0.1448
1960  -0.0675   0.1294  -0.2767  -0.5604  -0.5360  -0.4880  -0.4385  -0.2996  -0.2188  -0.5490  -0.5645  -0.4288
1961   0.0245   0.0924   0.0343  -0.4274  -0.2360   0.1870   0.9255   1.0604   0.9172   0.8140   0.5695   0.5232
1962   0.6805   0.7164   0.5123   0.1656  -0.1830  -0.2650  -0.1725  -0.0186   0.1772   0.0300   0.0335   0.1412
1963   0.4975   0.5674   0.3573   0.1236  -0.1220  -0.0550   0.5075   0.7574   0.4442   0.7890   0.5655   0.1532
1964  -0.2925  -0.5196  -0.1557  -0.0394  -0.3180  -0.1510  -0.5335  -0.3986  -0.6178  -0.6700  -0.0375   0.0302
1965  -0.1625  -0.2746  -0.0297  -0.1004  -0.3380  -0.2940  -0.1775   0.0374   0.1662   0.3740   0.0215  -0.0778
1966  -0.0635   0.0094  -0.1847  -0.2504  -0.2210   0.0740   0.2915   0.4134   0.4652   0.0530  -0.1145  -0.0238
1967  -0.0675   0.0994   0.4043  -0.0784   0.0370   0.2370   0.4355   0.4144   0.5082   0.5160   0.2695   0.2662
1968   0.3815   0.5064   0.3103   0.2576   0.0790   0.2840  -0.2255  -0.1706  -0.3708  -0.1740  -0.2075  -0.0008
1969   0.0065   0.0084   0.2163   0.1336   0.0360  -0.4330  -0.1115  -0.0656   0.1152   0.1570   0.2425   0.1272
1970   0.4655   0.4984   0.2243   0.4036   0.3840  -0.1920  -0.2745  -0.0666  -0.2368  -0.2810  -0.0605  -0.0228
1971   0.3665   0.1854   0.3643   0.4246   0.1280  -0.0430  -0.0585  -0.2626  -0.3828  -0.2720   0.2635   0.4272
1972   0.3115  -0.0436   0.1873   0.3156   0.3590   0.9320   1.0035   0.7954   0.7262   0.6840   0.9175   0.6892
1973   0.2115   0.0954   0.1553   0.0676   0.2870  -0.0320  -0.1995  -0.3226  -0.4098  -0.0920   0.0895   0.2592
1974   0.4475   0.3284   0.4053   0.1316  -0.0370   0.1660   0.0465  -0.2126  -0.2978  -0.4880  -0.3045  -0.1478
1975  -0.1985  -0.0766  -0.3077   0.2716   0.2680   0.2480   0.2565  -0.0596  -0.4938  -0.6990  -0.0815   0.0422
1976   0.1735   0.2494   0.1763   0.3066   0.1980   0.5620   0.8895   0.3914   0.1552   0.1260   0.0655   0.2402
1977   0.1655  -0.0886   0.3303   0.1556  -0.1390   0.0980   0.1245   0.0244   0.1042   0.6020   0.1195   0.1922
1978  -0.4715  -0.3576  -0.4257  -0.0294  -0.3310   0.0190   0.1885   0.0604   0.1022  -0.1450  -0.2115  -0.0478
1979   0.4855   0.0144   0.1223  -0.0224  -0.2420   0.3010  -0.0195   0.0584   0.0832   0.0430  -0.0045   0.1112
1980   0.0105  -0.0276  -0.2607   0.0896   0.1360  -0.1890  -0.3655  -0.5376  -0.3818  -0.3000  -0.1705  -0.2708
1981  -0.0325   0.1484   0.1833   0.2766   0.1840  -0.0470  -0.2645  -0.3436  -0.3938  -0.2490  -0.0815   0.1932
1982   0.3125   0.3384   0.2103   0.3036   0.4250   0.4480   0.5605   0.5404   0.8052   0.9800   0.5305   0.0502
1983  -0.3135  -0.4146  -0.5957  -0.3714   0.1430   0.5640   0.8205   0.6294   0.2942   0.0690  -0.0965   0.1112
1984  -0.0545   0.0234   0.0343   0.2346  -0.1030  -0.1640  -0.0705  -0.2136  -0.2448  -0.2970  -0.1715  -0.0658
1985  -0.2975  -0.4546  -0.3847  -0.0154  -0.0210  -0.4360  -0.1075  -0.1746   0.1252  -0.1410   0.3205  -0.2048
1986   0.0555   0.0374  -0.0437  -0.1014   0.0480  -0.0850  -0.2505  -0.1166   0.2212   0.3090   0.0025  -0.0618
1987   0.0875   0.2134   0.0193   0.0276   0.3670   0.3020   0.5025   0.5814   0.7562   0.6120   0.1955   0.3642
1988   0.5215   0.0184  -0.1567   0.0566  -0.3110  -0.0790   0.1455  -0.0046  -0.0308  -0.1680   0.0635   0.3682
1989  -0.1125   0.1274  -0.1627  -0.2954  -0.3920  -0.5870  -0.1515  -0.0366   0.1382  -0.0550  -0.0915   0.0452
1990   0.0695  -0.1166   0.0133  -0.2004  -0.1460  -0.3750   0.0495  -0.1076   0.1802   0.0120   0.1525   0.2152
1991   0.2335   0.0754   0.1193   0.4736   0.5810   0.4560   0.5655   0.3424   0.4622   0.3270   0.2865   0.2962
1992  -0.1525  -0.2166  -0.5147  -0.3684  -0.3470  -0.6680  -0.1835  -0.4836  -0.4698  -0.2700  -0.1525  -0.1048
1993  -0.0275   0.2074  -0.1387   0.0036   0.1750   0.0850   0.1435  -0.0206   0.1932   0.2010   0.0975   0.0062
1994   0.1935   0.0264   0.3583   0.5356   0.7460   0.6260   0.8525   1.0954   0.8922   1.0640   0.5335   0.4752
1995   0.3085   0.3364   0.1063  -0.0364  -0.0490   0.1150   0.1265   0.1404   0.1832  -0.0100  -0.0475   0.3022
1996   0.1475   0.1394   0.0713  -0.1844  -0.0640  -0.2010  -0.3475  -0.3966  -0.3488  -0.7510  -0.5505  -0.2008
1997   0.0585   0.2514   0.1993   0.2386   0.2270   0.2750   0.7425   0.9184   1.1342   1.2300   1.5255   1.0752
1998   0.6935   0.5944   0.1013   0.2316   0.3420   0.3400  -0.0895  -0.2956  -0.1328  -0.3860  -0.4065  -0.1238
1999   0.0385   0.1344   0.2583   0.1826   0.0160   0.0480   0.4075   0.3074   0.3132   0.1670   0.1305   0.0642
2000   0.0435   0.1634   0.2963   0.3256   0.3150   0.1710   0.3725   0.4154   0.2672   0.2150  -0.0595  -0.0358
2001  -0.2625   0.1554   0.1463   0.3206   0.3390   0.3200   0.1555  -0.0166   0.1402  -0.0940   0.0015   0.1612
2002   0.0265   0.0744   0.1643  -0.1674  -0.1270   0.0030   0.0355   0.0764   0.6492   0.7620   0.3425   0.0542
2003  -0.0705   0.1894   0.1173   0.0856   0.0380   0.3320   0.4265   0.3924   0.3022   0.1140   0.0875   0.4012
2004   0.2125   0.2864   0.2333   0.1046  -0.3630  -0.1910  -0.0055   0.1524   0.2572   0.3530   0.0935   0.0802
2005   0.0445  -0.3876  -0.2757   0.2686   0.1690   0.0170  -0.0885  -0.0606  -0.1708  -0.0790  -0.0255  -0.0878
2006   0.0335  -0.1326  -0.0697   0.1696  -0.0050   0.1340   0.3355   0.5134   0.7912   0.9340   0.7475   0.3842
2007   0.3925   0.3224   0.2723   0.2846   0.4720   0.2230   0.3405   0.5204   0.5982   0.4250   0.2235  -0.0148
2008   0.2835   0.1004   0.2533   0.0316   0.3800   0.4080   0.5415   0.4084   0.4492   0.3860   0.1185   0.1592
2009   0.1995   0.3354   0.2563   0.3106   0.4580   0.2930   0.1035   0.1804   0.2602   0.3440   0.1795   0.3722
2010   0.4625   0.1954   0.6143   0.5546   0.1720   0.0530   0.2945   0.2224   0.0952  -0.0800  -0.2485   0.0002
2011   0.3605   0.4144   0.5233   0.3386   0.1130   0.2480   0.5185   0.6284   0.5652   0.7130   0.5825   0.0842
2012   0.2145   0.0944   0.1823  -0.0864  -0.1680   0.1940   0.8415   0.9364   0.8162   0.4670   0.1465   0.4802
2013   0.1035   0.3614   0.2393  -0.1124  -0.3040  -0.3040   0.1155   0.0904   0.0532   0.1890   0.4455   0.3532
2014   0.0675   0.0834   0.0053   0.1266   0.1100   0.1650  -0.0675  -0.0876   0.2182   0.4980   0.2565   0.2582
2015   0.0685  -0.1726  -0.0847   0.1766   0.4420   0.4890   0.5205   0.8514   0.6572   0.8400   0.5935   0.4842
2016   0.4345   0.0624   0.1473   0.3306   0.0890  -0.2500  -0.4625  -0.1596  -0.0738  -0.0150  -0.1355  -0.0978
2017   0.0825   0.2734   0.5133   0.6836   0.7380   0.6170   0.8155   0.6334   0.3972   0.3730   0.5355   0.3212
2018  -0.0315   0.3874   0.0363   0.1016   0.3240   0.3480   0.3485   0.4064   0.9672   1.0420   0.7465   0.5212
2019   0.5555   0.5884   0.3803   0.4426   0.7410   0.7980   0.8925   0.7204   1.2562   1.3210   1.0815   0.4552
2020   0.3415   0.2264   0.1753   0.1736   0.5000   0.6470   0.6155   0.1014   0.1732   0.4310   0.2665   0.2422
2021   0.2195   0.4154   0.4223   0.4346   0.2110   0.1910   0.0675   0.1854   0.3052   0.2660   0.3155   0.0922
2022   0.1125   0.0894   0.0633   0.1166   0.0800  -0.1420   0.1005   0.0384   0.0412  -0.3340  -0.0225   0.1202
2023   0.2775   0.3294   0.5713   0.7446   0.6450   0.8580   0.7935   1.1094   1.3092   1.1610   1.1665   1.0632
2024   0.9335
