NINA34 Normalized to period: 1870-2024 - inclusive
          Jan      Feb      Mar      Apr      May      Jun      Jul      Aug      Sep      Oct      Nov      Dec
1941   1.4259   1.3966   1.5256   1.4628   1.4727   0.9894   0.8546   0.8899   0.8001   1.0904   1.2771   1.3120
1942   0.6659   0.5766   0.3656   0.6728   0.0527  -0.4106  -0.4254  -0.8501  -1.0499  -1.2196  -1.4029  -1.1980
1943  -1.1441  -1.1334  -0.9844  -0.4972  -0.1973  -0.0006   0.0346   0.1599  -0.1099  -0.3396  -0.3929  -0.3780
1944  -0.3741   0.2066  -0.0944   0.2128   0.2927   0.1394   0.2046   0.1099  -0.1899  -0.1196  -0.2429  -0.2180
1945  -0.3041  -0.4234  -0.6744  -0.6572  -0.2973  -0.4906  -0.4754  -0.7401  -0.6999  -0.7596  -0.3229  -0.4980
1946  -0.3841  -0.1834  -0.2444  -0.3772  -0.2373   0.2494   0.1646  -0.4101  -0.0699   0.1004  -0.0829   0.0620
1947   0.4459  -0.0834   0.3956   0.0328  -0.3873   0.1694  -0.2654  -0.2601  -0.9299  -0.7096  -0.6229   0.2220
1948   0.1059   0.4166   0.7456   0.3528   0.4627   0.1694   0.0646   0.0799   0.1001  -0.5696  -0.2029   0.4120
1949  -0.4041   0.3066  -0.4444   0.2928   0.0827  -0.6106  -0.2554  -0.2101  -0.5299  -0.6196  -1.2229  -1.1580
1950  -0.9941  -1.4534  -0.9644  -0.8072  -1.1473  -0.7606  -0.9554  -0.5301  -0.9799  -0.7296  -1.2829  -0.9980
1951  -1.0741  -0.6934  -0.6644  -0.0672   0.0627   0.0194   0.7846   0.9999   0.7901   0.8904   0.8871   0.7520
1952   0.4459   0.2866   0.1556   0.5128  -0.2273  -0.5506  -0.4654  -0.3201  -0.2299   0.0704  -0.2229  -0.5080
1953   0.4159   0.2866   0.3356   0.8728   0.5027   0.5194   0.3246   0.1399   0.7901   0.2104   0.4071   0.1920
1954   0.4459   0.2666   0.1256  -0.2172  -0.3673  -0.7006  -0.8954  -0.9701  -0.9099  -0.8096  -1.0629  -0.7580
1955  -0.6041  -0.7334  -0.6844  -0.8472  -1.0673  -1.0906  -1.1854  -0.8101  -1.2099  -1.4896  -1.8029  -1.4780
1956  -1.1741  -0.9234  -0.8244  -0.6772  -0.4273  -0.7306  -0.8154  -0.7101  -0.7899  -0.5896  -0.9129  -0.5380
1957  -0.5041  -0.1934   0.1956   0.5228   0.6027   0.6394   0.8146   0.8899   0.6501   0.8504   1.1871   1.2120
1958   1.5959   1.4466   1.1056   0.4128   0.4827   0.4094   0.1646   0.3499  -0.1899   0.0704   0.1571   0.3420
1959   0.4859   0.5466   0.3756   0.3728   0.1427  -0.2206  -0.1454  -0.3001  -0.4099   0.2104  -0.0729  -0.0080
1960   0.0759  -0.1934   0.0256   0.1128   0.2127  -0.1006  -0.1154   0.0999   0.1601   0.0404  -0.2829   0.0520
1961  -0.0941   0.0866   0.0156   0.2328   0.1527   0.2094  -0.1954  -0.1501  -0.3999  -0.6096  -0.0929  -0.2480
1962  -0.1941  -0.1134  -0.2944  -0.2172  -0.2573  -0.1106  -0.1754  -0.0301  -0.4399  -0.2196  -0.3329  -0.4580
1963  -0.2641  -0.2134   0.0556   0.0428   0.1527   0.2294   0.8546   1.0099   0.7701   0.9404   0.8471   1.0820
1964   0.8059   0.5966  -0.0444  -0.4272  -0.5773  -0.7706  -0.5154  -0.6601  -0.8099  -0.8996  -1.0029  -1.0280
1965  -0.5141  -0.3034  -0.2244   0.0128   0.3427   0.5594   0.9346   1.3499   1.3801   1.7104   1.6471   1.4920
1966   1.1859   0.8766   0.9356   0.6428   0.1027   0.2394   0.3546  -0.0001   0.0701   0.0604  -0.2729  -0.2280
1967  -0.5041  -0.5134  -0.3544  -0.4272  -0.0773  -0.0206   0.0246  -0.2001  -0.4599  -0.2796  -0.2329  -0.3080
1968  -0.5441  -0.6934  -0.6444  -0.3672  -0.2773   0.2894   0.4446   0.4299   0.1701   0.4204   0.8671   0.8020
1969   0.9559   1.0766   0.7156   0.4328   0.5427   0.3694   0.2246   0.6199   0.5901   0.7604   0.8471   0.7220
1970   0.6059   0.4066   0.3756   0.2828   0.1627  -0.2006  -0.8454  -0.8501  -0.6599  -0.5496  -0.7429  -1.0780
1971  -1.4141  -1.2334  -1.1844  -0.8672  -0.6673  -0.6706  -0.5054  -0.5501  -0.6299  -0.6796  -0.7529  -0.8580
1972  -0.5241  -0.1634  -0.1444   0.3128   0.4827   0.7694   0.9646   1.4099   1.3101   1.8704   1.9771   2.2320
1973   1.6559   1.1266   0.6856   0.0328  -0.4073  -0.7506  -1.0154  -1.1101  -1.2799  -1.4796  -1.9729  -2.1380
1974  -1.9641  -1.4534  -1.3244  -0.8972  -0.6373  -0.5906  -0.5154  -0.2101  -0.2299  -0.6496  -0.8529  -0.8180
1975  -0.3141  -0.2834  -0.4844  -0.4872  -0.8373  -1.1506  -1.1054  -1.0501  -1.3199  -1.3696  -1.3629  -1.5980
1976  -1.7441  -1.0034  -0.5644  -0.3172  -0.3373   0.1094   0.2846   0.4099   0.6901   0.9604   0.9871   0.6820
1977   0.8959   0.5966   0.5056  -0.1472   0.1327   0.4694   0.5746   0.3599   0.5601   0.9904   1.1371   1.1220
1978   0.7759   0.5566   0.1756  -0.2672  -0.3373  -0.3506  -0.3454  -0.5101  -0.4799  -0.2396  -0.0529   0.1120
